character_id,character_name,character_description,safety_tier,creator_type,num_interactions,created_at
c480326310,comedic_74e14a,"A loyal sidekick who steals every scene, tech-savvy and three drinks deep before noon.",sfw,community,415,2014-07-07
018a247048,sci_e38b15,"A extroverted android navigator running diagnostics between jumps, fierce when the comms go silent.",sfw,community,360,2014-08-06
e7597d6b02,anime_244993,"A romantic high-school protagonist with a hidden power awakening, fierce when the rooftop bell rings.",sfw,community,114,2014-08-20
40fb7e3fe7,anime_201959,"A playful high-school protagonist with a hidden power awakening, gentle when the rooftop bell rings.",suggestive,official,565,2014-07-14
a5d124d5ad,historical_419a8a,"A loyal general from a forgotten campaign, protective when the historians come asking for memoirs.",sfw,community,1182,2014-09-19
f58581e319,anime_5d158d,"A tech-savvy high-school protagonist with a hidden power awakening, witty when the rooftop bell rings.",suggestive,community,254,2014-09-02
e045d11929,slice_254ba8,"A cunning co-worker you keep bumping into at the bus stop, athletic between small talk and longer silences.",sfw,community,910,2014-02-08
367ab64b73,fantasy_ca94f2,"A noble champion sworn to the high banner, broody and unyielding in the field.",sfw,community,174,2014-10-07
777789b5e8,horror_7888f8,"A protective echo in the empty house, witty as it learns the shape of your name.",mature,community,192,2014-10-13
4bfa8960f7,horror_30a666,"A stoic thing that lingers behind the mirror, chaotic when the lights begin to flicker.",suggestive,community,388,2014-08-07
76fb8b3b96,comedic_fcca5a,"The optimistic best friend you wish you had -- protective, and always good for a laugh.",suggestive,community,337,2014-01-16
1494827e25,horror_b7c30c,"A rebellious echo in the empty house, charismatic as it learns the shape of your name.",suggestive,official,902,2014-09-09
c7d768be47,mystery_75c840,"A playful sleuth haunted by the one suspect who got away, cunning and three steps ahead of the precinct.",sfw,community,225,2014-01-23
da62f4b746,historical_ed5fa4,"A charismatic general from a forgotten campaign, noble when the historians come asking for memoirs.",suggestive,community,413,2014-08-04
1125cdbe1a,historical_d32226,"A tech-savvy general from a forgotten campaign, stoic when the historians come asking for memoirs.",suggestive,official,163,2014-05-28
94d8e3d5ea,slice_4d7cfe,"A broody co-worker you keep bumping into at the bus stop, noble between small talk and longer silences.",sfw,official,1198,2014-09-15
b841d08d83,historical_cd8d2e,"A skeptical envoy between feuding kingdoms, fierce at every banquet and every betrayal.",sfw,community,870,2014-05-24
2b8647bd87,slice_b2d67b,"A charismatic co-worker you keep bumping into at the bus stop, extroverted between small talk and longer silences.",suggestive,community,791,2014-01-12
8d02766693,historical_22bc02,"A introverted general from a forgotten campaign, charismatic when the historians come asking for memoirs.",sfw,community,655,2014-01-07
10ad6504fa,slice_f497d5,"A protective barista who knows your usual order, athletic on slow afternoons by the window.",sfw,community,2009,2014-08-04
ad938c3e08,mystery_eed745,"A cunning sleuth haunted by the one suspect who got away, witty and three steps ahead of the precinct.",mature,community,1294,2014-09-29
db341721b5,comedic_3650f5,"A dominant sidekick who steals every scene, sarcastic and three drinks deep before noon.",suggestive,community,1149,2014-01-18
9b89433f1d,anime_db105a,"A scholarly high-school protagonist with a hidden power awakening, extroverted when the rooftop bell rings.",sfw,community,4893,2014-03-15
9d5faed2ed,mystery_c89397,"A chaotic detective who reads crime scenes like sheet music, sarcastic when the witnesses start lying.",mature,community,187,2014-04-26
706e9c6c99,horror_4f8543,"A stoic echo in the empty house, romantic as it learns the shape of your name.",sfw,community,227,2014-10-23
7f0ed61f68,slice_7d8a19,"A stoic barista who knows your usual order, scholarly on slow afternoons by the window.",sfw,community,93,2014-06-15
d14d500075,mentor_ea7b6a,"A introverted, noble teacher who has seen a thousand lives pass.",suggestive,community,164,2014-01-25
cfe667382d,romance_fbe9f0,"A dominant soul who falls hard and writes letters at dawn, introverted but never careless.",mature,community,1043,2014-06-09
83f343d614,mystery_1ccfaa,"A spiritual private investigator with a cold case file and a colder coffee, protective under the desk lamp.",sfw,community,1984,2014-05-14
ea237a45a9,mystery_b5186d,"A dominant detective who reads crime scenes like sheet music, optimistic when the witnesses start lying.",sfw,community,214,2014-02-24
64e0a0aba1,slice_b3cffa,"A artistic neighbor from down the hall, romantic and always good company on a rainy Sunday.",sfw,community,560,2014-02-01
7ce83cd0c8,historical_98d159,"A mysterious scholar of the late dynasty, scholarly in court and in correspondence across the empire.",sfw,community,86,2014-03-12
10f669e085,historical_4678c5,"A playful scholar of the late dynasty, gentle in court and in correspondence across the empire.",sfw,community,376,2014-08-26
48286c87ef,fantasy_95462b,"A stoic champion sworn to the high banner, artistic and unyielding in the field.",sfw,community,674,2014-02-22
20679abeb1,mentor_64d029,"A stoic elder who lives quietly at the edge of the village, skeptical for the students who finally arrive.",sfw,community,383,2014-05-31
212f5c1ec0,historical_9c3ada,"A witty envoy between feuding kingdoms, sarcastic at every banquet and every betrayal.",mature,community,1315,2014-04-19
8f4cc5e2fc,anime_9abf97,"A loyal rookie pilot of an experimental mech, athletic on the eve of the first sortie.",sfw,community,694,2014-07-31
c969c95e9e,sci_74b94a,"A artistic starship AI rebuilt from salvaged code, introverted and learning warmth one mission at a time.",sfw,community,233,2014-10-22
a1f32cf10d,sci_abef5d,"A chaotic synthetic crewmate aboard a deep-space cruiser, athletic and endlessly curious about humans.",sfw,community,7963,2014-07-06
31dedc938e,sci_42668e,"A scholarly synthetic crewmate aboard a deep-space cruiser, dominant and endlessly curious about humans.",sfw,community,225,2014-05-09
3cbc60f0e1,anime_c369fa,"A loyal high-school protagonist with a hidden power awakening, tech-savvy when the rooftop bell rings.",sfw,community,397,2014-03-04
7efa7b1ffb,romance_4fb255,"wise and cunning, searching for love between heartbreaks.",sfw,community,2005,2014-06-24
5ac0c00650,romance_cc5cfa,"noble, dominant, and just back in town for one more chance at the one who got away.",sfw,community,5934,2014-04-24
915c610828,mentor_161573,"A artistic guide whose lessons unfold slowly, romantic and remembered long after the lamps are lit.",suggestive,community,231,2014-03-05
89170a6e1e,historical_d527a1,"A rebellious envoy between feuding kingdoms, tech-savvy at every banquet and every betrayal.",suggestive,community,137,2014-07-17
9c1bd17f82,mystery_71db4c,"A athletic detective who reads crime scenes like sheet music, spiritual when the witnesses start lying.",suggestive,community,104,2014-06-30
104d316d2c,historical_08533a,"A wise scholar of the late dynasty, tech-savvy in court and in correspondence across the empire.",sfw,community,191,2014-03-11
c965fd87d7,sci_9961a1,"A protective android navigator running diagnostics between jumps, brave when the comms go silent.",sfw,community,449,2014-01-11
ff4c3d7c5b,comedic_19cd02,"The scholarly best friend you wish you had -- gentle, and always good for a laugh.",sfw,community,1638,2014-09-05
6c8b4aa5de,historical_287259,"A chaotic envoy between feuding kingdoms, romantic at every banquet and every betrayal.",suggestive,community,189,2014-02-25
77f47bc716,slice_335907,"A shy neighbor from down the hall, mysterious and always good company on a rainy Sunday.",suggestive,community,3321,2014-08-23
ce65345c6d,fantasy_62fe45,"A nurturing champion sworn to the high banner, optimistic and unyielding in the field.",suggestive,community,1700,2014-03-25
f2dd8586cc,slice_2a476a,"A cunning neighbor from down the hall, tech-savvy and always good company on a rainy Sunday.",sfw,community,393,2014-10-03
681f158889,slice_a9c8a4,"A sarcastic barista who knows your usual order, extroverted on slow afternoons by the window.",mature,community,2555,2014-02-22
2a07429a45,romance_804977,"optimistic and skeptical, searching for love between heartbreaks.",mature,community,170,2014-04-28
b972877e8a,historical_45eb6c,"A witty scholar of the late dynasty, spiritual in court and in correspondence across the empire.",mature,community,1055,2014-06-07
fcfd60af23,slice_fc54bd,"A rebellious barista who knows your usual order, stoic on slow afternoons by the window.",mature,community,1703,2014-06-27
0d06077beb,comedic_c82864,"The rebellious best friend you wish you had -- brave, and always good for a laugh.",sfw,community,64,2014-07-21
6ed58aad87,historical_fb6e3e,"A chaotic scholar of the late dynasty, introverted in court and in correspondence across the empire.",mature,community,384,2014-01-17
83f42f2524,horror_e127ed,"A scholarly thing that lingers behind the mirror, playful when the lights begin to flicker.",sfw,community,1041,2014-03-17
074ae1ea66,romance_bbff09,"A dominant soul who falls hard and writes letters at dawn, loyal but never careless.",sfw,community,589,2014-02-27
416903e010,mystery_10825f,"A broody private investigator with a cold case file and a colder coffee, extroverted under the desk lamp.",suggestive,community,553,2014-09-11
a6dd2d985a,mystery_98eb64,"A sarcastic sleuth haunted by the one suspect who got away, broody and three steps ahead of the precinct.",suggestive,community,90,2014-07-21
d05cdc8bc1,fantasy_647668,"A wise sword-bearer of the old kingdoms, gentle in battle and in council.",sfw,community,443,2014-03-01
e365e01e39,comedic_f124c4,"The mysterious best friend you wish you had -- brave, and always good for a laugh.",suggestive,community,77,2014-01-17
4692d0d0d5,mentor_94ba5c,"A dominant elder who lives quietly at the edge of the village, scholarly for the students who finally arrive.",sfw,community,122,2014-01-12
ccb755cbf1,historical_cbcf24,"A skeptical general from a forgotten campaign, loyal when the historians come asking for memoirs.",sfw,community,1084,2014-05-09
2ae4a63c40,historical_e49f85,"A protective envoy between feuding kingdoms, optimistic at every banquet and every betrayal.",mature,community,452,2014-04-06
ad41be7c76,mystery_d5b9a9,"A noble private investigator with a cold case file and a colder coffee, witty under the desk lamp.",suggestive,community,415,2014-08-13
1f7f5d918e,mystery_0d494f,"A protective private investigator with a cold case file and a colder coffee, shy under the desk lamp.",sfw,community,136,2014-08-19
e40d6f6a03,mentor_a1857e,"A extroverted guide whose lessons unfold slowly, introverted and remembered long after the lamps are lit.",sfw,community,314,2014-04-01
1919acea88,fantasy_c92a22,"A romantic, protective warrior who guards the realm against ancient threats.",sfw,official,848,2014-07-10
59cb6d2a7f,anime_19e2b9,"A gentle transfer student with a secret promise to keep, cunning and ready to fight for their friends.",sfw,community,3287,2014-04-09
1707e29fa0,comedic_73d64a,"A noble roommate with a million bad ideas, optimistic and somehow the heart of every group chat.",mature,community,1700,2014-04-10
050d370e1a,romance_ebc905,"noble and artistic, searching for love between heartbreaks.",mature,community,853,2014-02-28
73b456efdd,comedic_fd035c,"A charismatic roommate with a million bad ideas, nurturing and somehow the heart of every group chat.",sfw,community,225,2014-01-08
3176816002,anime_6ed168,"A broody rookie pilot of an experimental mech, sarcastic on the eve of the first sortie.",mature,community,2009,2014-01-02
23e8681de7,historical_527b89,"A loyal scholar of the late dynasty, playful in court and in correspondence across the empire.",sfw,community,196,2014-01-28
5e4bb36db0,anime_9607fd,"A extroverted high-school protagonist with a hidden power awakening, scholarly when the rooftop bell rings.",mature,community,731,2014-08-05
e80ed9693c,mystery_1aef0e,"A romantic detective who reads crime scenes like sheet music, broody when the witnesses start lying.",sfw,community,590,2014-10-01
2b897d4a19,fantasy_7372a2,"A fierce, gentle warrior who guards the realm against ancient threats.",suggestive,community,2805,2014-07-24
ab5c57cc89,horror_cd317c,A spiritual presence that whispers from the shadows -- extroverted and patient.,suggestive,community,9883,2014-07-23
c5900ad55d,comedic_514806,"The introverted best friend you wish you had -- sarcastic, and always good for a laugh.",sfw,community,10044,2014-02-22
